,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,error,error_binary
999,Does Anger Expression Help or Harm Leader Effectiveness_ The Role of Competence-based versus Integrity-based Violations and Abusive Supervision _ Academy of Management Journal,16.8,17.0,22.95,11.54,19.1,19.25,6.43,0.0,0.0
1000,Does Proactive Personality Matter in Leadership Transitions_ Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas,15.4,15.49,-69.3,11.27,17.5,15.8,6.45,1.0,1.0
1001,Does “Could” Lead to Good_ On the Road to Moral Insight _ Academy of Management Journal,15.8,14.8,29.48,11.77,18.4,19.25,6.22,5.0,1.0
1002,Emerging Intentionality in Routine Dynamics_ A Pragmatist View,18.0,15.33,-63.04,15.01,21.8,19.75,6.59,0.0,0.0
1003,Entrepreneurial Imaginativeness in New Venture Ideation _ Academy of Management Journal,13.7,16.7,31.48,8.69,15.8,16.2,6.31,0.0,0.0
1004,"Evenhandedness in Resource Allocation_ Its Relationship with CEO Ideology, Organizational Discretion, and Firm Performance _ Academy of Management Journal",16.3,17.98,25.49,11.07,19.3,20.0,6.7,0.0,0.0
1005,"Examining Follower Responses to Transformational Leadership from a Dynamic, Person–Environment Fit Perspective _ Academy of Management Journal",16.7,18.51,24.48,11.12,20.3,26.0,6.42,0.0,0.0
1006,Experience and Signaling Value in Technology Licensing Contract Payment Structures _ Academy of Management Journal,16.8,17.87,22.75,11.53,20.3,14.0,6.38,0.0,0.0
1007,"Financial Wealth, Socioemotional Wealth, and IPO Underpricing in Family Firms_ A Two-stage Gamble Model _ Academy of Management Journal",16.6,15.84,29.89,11.9,18.9,17.4,6.32,0.0,0.0
1008,"Fish out of Water_ Translation, Legitimation, and New Venture Creation _ Academy of Management Journal",16.4,16.25,28.27,12.59,19.8,24.666666666666668,6.49,0.0,0.0
1009,From Employee-experienced High-involvement Work System to Innovation_ An Emergence-based Human Resource Management Framework _ Academy of Management Journal,16.4,18.1,17.03,11.13,19.0,17.2,6.6,0.0,0.0
1010,From Protest to Product_ Strategic Frame Brokerage in a Commercial Social Movement Organization _ Academy of Management Journal,17.8,17.0,25.63,13.94,21.5,19.25,6.76,0.0,0.0
1011,Gender-inclusive Gatekeeping_ How (Mostly Male) Predecessors Influence the Success of Female CEOs _ Academy of Management Journal,17.5,16.02,25.12,13.69,20.8,14.6,6.51,0.0,0.0
1012,Geographic Co-location of Partners and Rivals_ Implications for the Design of R&D Alliances _ Academy of Management Journal,16.4,18.74,22.34,12.03,21.1,18.75,6.63,0.0,0.0
1013,"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",15.2,15.95,33.95,10.71,17.7,13.833333333333334,6.49,1.0,1.0
1014,"Harvesting Value from Brokerage_ Individual Strategic Orientation, Structural Holes, and Performance _ Academy of Management Journal",19.3,18.34,15.24,15.12,23.5,22.0,7.07,0.0,0.0
1015,"Heavy Is the Head that Wears the Crown_ An Actor-centric Approach to Daily Psychological Power, Abusive Leader Behavior, and Perceived Incivility _ Academy of Management Journal",14.1,15.02,29.45,8.89,15.0,21.25,6.1,0.0,0.0
1016,How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal,15.6,15.5,31.21,11.8,17.9,24.666666666666668,6.61,3.0,1.0
1017,Ideological Misfit_ Political Affiliation and Employee Departure in the Private-equity Industry _ Academy of Management Journal,15.8,16.53,27.01,10.45,16.9,21.75,6.54,0.0,0.0
1018,"Influencing the Influencers_ Diversification, Semantic Strategies, and Creativity Evaluations _ Academy of Management Journal",15.6,20.36,25.59,11.39,22.3,15.8,6.87,0.0,0.0
1019,Introducing Team Mindfulness and Considering its Safeguard Role Against Conflict Transformation and Social Undermining,16.0,17.23,-67.17,10.62,18.2,28.0,6.41,2.0,1.0
1020,Is Leader–Member Exchange Differentiation Beneficial or Detrimental for Group Effectiveness_ A Meta-Analytic Investigation and Theoretical Integration _ Academy of Management Journal,16.7,17.4,24.07,11.03,19.5,22.25,6.25,0.0,0.0
1021,"It’s Not Easy Building Green_ The Impact of Public Policy, Private Actors, and Regional Logics on Voluntary Standards Adoption _ Academy of Management Journal",15.5,17.29,23.97,11.21,19.7,14.6,6.44,0.0,0.0
1022,"Knowing Me, Knowing You_ Inventor Mobility and the Formation of Technology-oriented Alliances _ Academy of Management Journal",16.1,18.68,25.59,10.84,19.5,20.25,6.47,0.0,0.0
1023,Leader Humor as an Interpersonal Resource_ Integrating Three Theoretical Perspectives _ Academy of Management Journal,14.3,14.91,35.47,9.73,16.2,16.4,6.15,0.0,0.0
1024,Managing Technological Transitions by Building Bridges _ Academy of Management Journal,15.4,17.17,26.91,10.18,17.6,20.75,6.36,0.0,0.0
1025,Maneuvering in Poor Visibility_ How Firms Play the Ecosystem Game when Uncertainty is High _ Academy of Management Journal,16.2,14.86,34.9,13.47,19.4,18.75,6.62,0.0,0.0
1026,Microfoundations of Organizational Paradox_ The Problem Is How We Think about the Problem,15.6,16.94,-76.45,11.16,18.2,14.0,6.65,0.0,0.0
1027,Misery Loves Company_ An Investigation of Couples’ Interrole Conflict Congruence _ Academy of Management Journal,16.1,14.97,31.41,11.04,17.4,20.75,6.1,0.0,0.0
1028,Motivation and Ability_ A Behavioral Perspective on the Pursuit of Radical Invention in Multi-Technology Incumbents,17.4,16.08,-64.3,12.12,19.3,18.8,6.24,0.0,0.0
1029,No Employee an Island_ Workplace Loneliness and Job Performance _ Academy of Management Journal,16.1,17.0,25.8,10.53,18.3,19.25,6.3,0.0,0.0
1030,Not in the Same Boat_ How Status Inconsistency Affects Research Performance in Business Schools _ Academy of Management Journal,18.2,20.25,11.85,12.97,23.5,22.5,6.73,0.0,0.0
1031,Not Too Tired to be Proactive_ Daily Empowering Leadership Spurs Next-morning Employee Proactivity as Moderated by Nightly Sleep Quality _ Academy of Management Journal,14.4,15.95,29.96,9.26,15.8,27.333333333333332,6.42,0.0,0.0
1032,Open-System Orchestration as a Relational Source of Sensing Capabilities_ Evidence from a Venture Association _ Academy of Management Journal,20.2,18.0,10.16,16.86,25.7,18.0,7.16,0.0,0.0
1033,Organizational Affective Tone_ A Meso Perspective on the Origins and Effects of Consistent Affect in Organizations,17.3,17.0,-71.23,11.68,19.4,11.285714285714286,6.3,0.0,0.0
1034,Pacification or Aggravation_ The Effects of Talking about Supervisor Unfairness _ Academy of Management Journal,13.9,15.08,38.32,8.89,14.6,15.0,6.16,0.0,0.0
1035,"Planning for Future Leadership_ Procedural Rationality, Formalized Succession Processes, and CEO Influence in CEO Succession Planning _ Academy of Management Journal",16.8,19.38,24.27,11.07,21.4,17.8,6.39,0.0,0.0
1036,Playing Cat and Mouse_ Contests over Regulatory Categorization of Dietary Supplements in the United States _ Academy of Management Journal,16.9,16.08,28.77,12.68,19.3,24.333333333333332,6.66,0.0,0.0
1037,Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal,15.9,15.73,31.31,11.48,17.9,18.25,6.39,1.0,1.0
1038,Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition,16.6,15.73,-63.89,12.57,19.0,19.0,6.68,3.0,1.0
1039,"Resolution, Relief, and Resignation_ A Qualitative Study of Responses to Misfit at Work _ Academy of Management Journal",15.3,13.99,39.26,11.58,16.4,19.25,6.29,0.0,0.0
1040,Rewards for Patents and Inventor Behaviors in Industrial Research and Development,17.0,16.37,-63.69,12.56,19.4,21.25,6.7,0.0,0.0
1041,Ripping off the Band-Aid_ Scrutiny Bundling in the Wake of Social Disapproval _ Academy of Management Journal,16.7,16.95,22.04,12.24,19.3,18.5,6.72,0.0,0.0
1042,Safe Bets or Hot Hands_ How Status and Celebrity Influence Strategic Alliance Formations by Newly Public Firms _ Academy of Management Journal,15.1,16.36,33.24,10.96,18.1,15.4,6.45,0.0,0.0
1043,Saving Face_ How Exit in Response to Negative Press and Star Analyst Downgrades Reflects Reputation Maintenance by Directors _ Academy of Management Journal,17.2,16.37,30.09,11.91,19.2,29.0,6.36,0.0,0.0
1044,Shared Team Experiences and Team Effectiveness_ Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics _ Academy of Management Journal,16.5,16.13,30.5,11.82,19.3,21.5,6.44,0.0,0.0
1045,Short Seller Influence on Firm Growth_ A Threat Rigidity Perspective _ Academy of Management Journal,14.3,16.76,36.69,9.63,17.4,14.4,6.33,0.0,0.0
1046,Silver Bullet or Ricochet_ CEOs’ Use of Metaphorical Communication and Infomediaries’ Evaluations _ Academy of Management Journal,16.8,18.92,21.63,12.46,22.0,29.0,6.74,0.0,0.0
1047,Social Valuation Across Multiple Audiences_ The Interplay of Ability and Identity Judgments _ Academy of Management Journal,17.1,17.93,23.87,11.44,20.0,22.25,6.51,0.0,0.0
1048,Strategizing and the Initiation of Interorganizational Collaboration through Prospective Resourcing _ Academy of Management Journal,17.0,17.93,22.55,11.63,19.6,27.666666666666668,6.33,0.0,0.0
1049,The Benefits of Not Seeing Eye to Eye with Leadership_ Divergence in Risk Preferences Impacts Multiteam System Behavior and Performance _ Academy of Management Journal,16.8,16.31,30.7,11.51,18.9,20.5,6.25,0.0,0.0
1050,The Differential Impact of Knowledge Depth and Knowledge Breadth on Creativity over Individual Careers _ Academy of Management Journal,14.4,15.32,35.68,10.03,15.8,17.25,6.28,0.0,0.0
1051,The Mixed Blessing of Leader Sense of Humor_ Examining Costs and Benefits,15.4,14.85,-60.24,10.91,16.7,16.6,6.37,0.0,0.0
1052,The Other Side_ Occupational Interactional Requirements and Work–Home Enrichment,16.7,16.83,-69.71,11.15,18.7,14.833333333333334,6.22,0.0,0.0
1053,The Paradox of Family Structure and Plans after Work_ Why Single Childless Employees May Be the Least Absorbed at Work _ Academy of Management Journal,16.4,16.77,23.87,11.43,18.8,16.8,6.61,0.0,0.0
1054,The Past is Not Dead_ Legacy Identification and Alumni Ambivalence in the Wake of the Sandusky Scandal at Penn State _ Academy of Management Journal,16.9,15.68,25.22,13.65,20.4,18.5,6.55,0.0,0.0
1055,The Pivot_ How Founders Respond to Feedback through Idea and Identity Work _ Academy of Management Journal,16.6,16.08,27.56,13.38,19.8,19.5,6.76,0.0,0.0
1056,The Role of Investor Gut Feel in Managing Complexity and Extreme Risk _ Academy of Management Journal,15.3,14.51,37.94,12.1,17.6,24.333333333333332,6.47,0.0,0.0
1057,The Short-lived Benefits of Abusive Supervisory Behavior for Actors_ An Investigation of Recovery and Work Engagement _ Academy of Management Journal,15.3,15.55,26.81,9.88,16.4,22.0,6.14,0.0,0.0
1058,The Social Consequences of Voice_ An Examination of Voice Type and Gender on Status and Subsequent Leader Emergence _ Academy of Management Journal,14.1,14.85,43.53,10.17,16.0,16.75,6.3,1.0,1.0
1059,The Strategic Value of Selection Practices_ Antecedents and Consequences of Firm-level Selection Practice Usage,15.3,16.65,-65.85,9.72,17.0,29.333333333333332,6.14,0.0,0.0
1060,To Delegate or Not to Delegate_ Gender Differences in Affective Associations and Behavioral Responses to Delegation _ Academy of Management Journal,17.6,15.5,18.89,12.89,19.9,18.5,6.44,1.0,1.0
1061,"Trusting the “Look and Feel”_ Situational Normality, Situational Aesthetics, and the Perceived Trustworthiness of Organizations _ Academy of Management Journal",15.0,16.19,27.62,10.06,16.4,15.4,6.47,0.0,0.0
1062,"Watching the Clock_ Action Timing, Patterning, and Routine Performance _ Academy of Management Journal",17.6,17.53,18.18,13.48,21.7,18.5,6.62,0.0,0.0
1063,We Ask Men to Win and Women Not to Lose_ Closing the Gender Gap in Startup Funding _ Academy of Management Journal,15.4,16.65,32.22,11.62,18.6,17.0,6.74,1.0,1.0
1064,When and Why People Engage in Different Forms of Proactive Behavior_ Interactive Effects of Self-construals and Work Characteristics,17.6,17.24,-80.51,11.85,20.1,19.0,6.16,0.0,0.0
1065,When Brokerage Between Friendship Cliques Endangers Trust_ A Personality–Network Fit Perspective _ Academy of Management Journal,15.6,16.65,24.17,11.29,18.8,15.4,6.5,0.0,0.0
1066,When Equity Seems Unfair_ The Role of Justice Enforceability in Temporary Team Coordination _ Academy of Management Journal,13.9,13.11,49.45,10.65,15.2,18.75,6.08,0.0,0.0
1067,When Interteam Conflict Spirals into Intrateam Power Struggles_ The Pivotal Role of Team Power Structures _ Academy of Management Journal,14.8,15.73,31.11,11.34,18.3,14.2,6.24,0.0,0.0
1068,When the Dust Settles_ The Consequences of Scandals for Organizational Competition,16.9,16.19,-65.41,13.29,19.9,20.25,6.8,0.0,0.0
1069,10.5465.amj.2015.1196,15.2,14.91,34.05,10.46,16.3,25.666666666666668,6.24,1.0,1.0
1070,10.5465.amj.2016.0437,16.5,15.9,29.79,12.45,18.6,21.0,6.63,0.0,0.0
1071,10.5465.amj.2016.0625,15.9,17.12,31.41,11.75,18.8,13.8,6.57,0.0,0.0
1072,10.5465.amj.2016.0682,15.9,20.01,19.37,9.86,20.6,21.25,6.32,0.0,0.0
1073,10.5465.amj.2016.0689,18.0,16.78,25.22,13.8,21.3,19.75,6.55,0.0,0.0
1074,10.5465.amj.2016.0711,16.2,15.38,28.57,12.57,18.9,18.5,6.54,0.0,0.0
1075,10.5465.amj.2016.0796,14.5,15.03,42.61,10.37,16.5,18.75,6.26,0.0,0.0
1076,10.5465.amj.2016.0819,14.4,17.05,36.39,10.04,17.5,15.2,6.44,0.0,0.0
1077,10.5465.amj.2016.1322,15.4,15.2,32.12,10.98,17.6,18.75,6.18,0.0,0.0
1078,10.5465.amj.2017.0149,15.6,16.88,26.71,10.54,17.8,16.0,6.5,0.0,0.0
1079,10.5465.amj.2017.0245,15.6,15.14,32.94,11.0,17.1,18.5,6.39,0.0,0.0
1080,10.5465.amj.2017.0526,15.3,16.36,35.07,9.81,17.1,19.5,6.04,0.0,0.0
1081,Actions Speak Louder than Words_ How Figurative Language and Gesturing in Entrepreneurial Pitches Influences Investment Judgments _ Academy of Management Journal,15.9,15.55,36.32,12.98,19.4,17.25,6.64,1.0,1.0
1082,Boards as a Source of Inertia_ Examining the Internal Challenges and Dynamics of Boards of Directors in Times of Environmental Discontinuities _ Academy of Management Journal,15.9,15.44,30.4,11.45,18.0,20.25,6.18,0.0,0.0
1083,Bored by Interest_ How Intrinsic Motivation in One Task Can Reduce Performance on Other Tasks _ Academy of Management Journal,15.1,15.83,36.49,9.79,16.6,19.75,6.33,1.0,1.0
1084,"Can You Handle the Pressure_ The Effect of Performance Pressure on Stress Appraisals, Self-regulation, and Behavior _ Academy of Management Journal",14.6,16.88,29.14,9.27,16.8,15.8,6.24,0.0,0.0
1085,"Capability Reputation, Character Reputation, and Exchange Partners’ Reactions to Adverse Events _ Academy of Management Journal",15.2,16.82,26.71,10.13,17.7,20.0,6.32,0.0,0.0
1086,"Diversity Thresholds_ How Social Norms, Visibility, and Scrutiny Relate to Group Composition _ Academy of Management Journal",16.9,15.09,27.86,12.58,19.0,18.25,6.35,0.0,0.0
1087,"Dominant Coalitions Directing Acquisitions_ Different Decision Makers, Different Decisions _ Academy of Management Journal",15.4,17.69,34.05,10.52,19.1,20.5,6.38,0.0,0.0
1088,Examination of CEO–CFO Social Interaction through Language Style Matching_ Outcomes for the CFO and the Organization _ Academy of Management Journal,13.8,16.47,37.5,8.98,16.8,17.75,6.03,0.0,0.0
1089,Experience and Behavior_ How Negative Feedback in New Versus Experienced Domains Affects Firm Action and Subsequent Performance _ Academy of Management Journal,16.1,16.77,30.5,11.85,19.4,22.5,6.41,0.0,0.0
1090,"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",14.8,14.85,33.24,10.71,16.6,17.0,6.24,0.0,0.0
1091,Human Capital Acquisition and Organizational Innovation_ A Temporal Perspective _ Academy of Management Journal,15.7,17.23,26.0,10.75,18.3,17.75,6.53,0.0,0.0
1092,"Idea Rejected, Tie Formed_ Organizations’ Feedback on Crowdsourced Ideas _ Academy of Management Journal",15.0,16.82,35.78,9.85,17.2,18.75,6.28,0.0,0.0
1093,No Time Like the Present_ How a Present Time Perspective Can Foster Sustainable Development _ Academy of Management Journal,15.8,15.67,38.55,11.95,18.3,12.833333333333334,6.48,0.0,0.0
1094,Only Timeline Will Tell_ Temporal Framing of Competitive Announcements and Rivals’ Responses _ Academy of Management Journal,15.6,16.65,33.54,11.05,18.3,19.75,6.54,0.0,0.0
1095,"Public Governance, Corporate Governance, and Firm Innovation_ An Examination of State-Owned Enterprises _ Academy of Management Journal",16.3,18.16,32.53,11.21,20.5,21.0,6.41,0.0,0.0
1096,Relational Attachment at Work_ A Complementary Fit Perspective on the Role of Relationships in Organizational Life _ Academy of Management Journal,14.6,16.42,35.88,9.27,17.0,14.6,5.9,0.0,0.0
1097,Something in Common_ Competitive Dissimilarity and Performance of Rivals with Common Shareholders _ Academy of Management Journal,14.5,15.83,36.89,9.7,16.0,14.6,6.45,0.0,0.0
1098,The Coercive Isomorphism Ripple Effect_ An Investigation of Nonprofit Interlocks on Corporate Boards _ Academy of Management Journal,16.3,17.52,25.39,10.69,18.7,19.5,6.34,0.0,0.0
1099,The Coevolution of Social Networks and Thoughts of Quitting _ Academy of Management Journal,13.4,14.61,44.64,9.71,15.4,19.0,6.23,0.0,0.0
1100,The Cognitive and Behavioral Impact of Promotion and Prevention Contracts on Trust in Repeated Exchanges _ Academy of Management Journal,16.0,16.24,24.58,10.77,17.7,13.666666666666666,6.23,0.0,0.0
1101,Too Busy to Be Fair_ The Effect of Workload and Rewards on Managers’ Justice Rule Adherence _ Academy of Management Journal,14.8,15.26,34.86,10.03,16.3,15.2,6.13,0.0,0.0
1102,Toward a Model of Organizational Mourning_ The Case of Former Lehman Brothers Bankers _ Academy of Management Journal,14.7,13.23,45.59,12.08,17.0,23.333333333333332,6.27,0.0,0.0
1103,When Do Ethnic Communities Affect Foreign Location Choice_ Dual Entry Strategies of Korean Banks in China _ Academy of Management Journal,15.5,17.93,34.36,10.6,19.1,13.166666666666666,6.42,4.0,1.0
