,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,lexicon_count,sentence_count
1008,"Fish out of Water_ Translation, Legitimation, and New Venture Creation _ Academy of Management Journal",18.0,15.04,20.25,15.57,22.0,24.333333333333332,6.77,18099,536
1009,From Employee-experienced High-involvement Work System to Innovation_ An Emergence-based Human Resource Management Framework _ Academy of Management Journal,19.0,17.7,9.01,14.39,21.6,17.2,7.09,7902,280
1010,From Protest to Product_ Strategic Frame Brokerage in a Commercial Social Movement Organization _ Academy of Management Journal,19.5,16.6,18.12,16.72,24.2,19.25,7.04,13903,387
1011,Gender-inclusive Gatekeeping_ How (Mostly Male) Predecessors Influence the Success of Female CEOs _ Academy of Management Journal,20.2,15.91,13.45,18.29,25.6,14.6,7.1,13701,338
1012,Geographic Co-location of Partners and Rivals_ Implications for the Design of R&D Alliances _ Academy of Management Journal,18.5,16.2,21.06,15.77,22.5,18.75,7.09,9472,287
1013,"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",17.9,14.92,23.19,15.02,20.4,13.833333333333334,7.07,10402,337
1014,"Harvesting Value from Brokerage_ Individual Strategic Orientation, Structural Holes, and Performance _ Academy of Management Journal",21.0,16.84,8.44,17.82,24.9,22.0,7.42,10430,281
1015,"Heavy Is the Head that Wears the Crown_ An Actor-centric Approach to Daily Psychological Power, Abusive Leader Behavior, and Perceived Incivility _ Academy of Management Journal",18.7,16.26,14.93,14.87,21.3,21.25,6.94,9573,312
1016,How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal,18.1,14.86,20.35,16.0,21.7,25.333333333333332,7.1,12112,359
1017,Ideological Misfit_ Political Affiliation and Employee Departure in the Private-equity Industry _ Academy of Management Journal,19.8,16.14,13.82,15.72,21.7,21.5,7.22,13535,426
1018,"Influencing the Influencers_ Diversification, Semantic Strategies, and Creativity Evaluations _ Academy of Management Journal",18.5,15.15,21.47,16.24,21.3,15.8,7.42,9027,277
1019,Introducing Team Mindfulness and Considering its Safeguard Role Against Conflict Transformation and Social Undermining,17.1,18.04,15.41,11.98,19.0,28.0,6.83,8998,411
1020,Is Leader–Member Exchange Differentiation Beneficial or Detrimental for Group Effectiveness_ A Meta-Analytic Investigation and Theoretical Integration _ Academy of Management Journal,22.6,18.52,-2.47,20.94,27.5,22.25,8.71,1620,41
1021,"It’s Not Easy Building Green_ The Impact of Public Policy, Private Actors, and Regional Logics on Voluntary Standards Adoption _ Academy of Management Journal",17.2,15.27,24.82,14.27,19.8,14.6,6.84,12673,433
1022,"Knowing Me, Knowing You_ Inventor Mobility and the Formation of Technology-oriented Alliances _ Academy of Management Journal",19.2,17.01,14.33,15.31,22.1,20.25,6.99,10882,348
1023,Leader Humor as an Interpersonal Resource_ Integrating Three Theoretical Perspectives _ Academy of Management Journal,17.1,14.8,26.64,13.71,18.9,16.4,6.87,10689,388
1024,Managing Technological Transitions by Building Bridges _ Academy of Management Journal,19.2,16.26,21.67,15.54,22.2,20.75,7.04,10530,325
1025,Maneuvering in Poor Visibility_ How Firms Play the Ecosystem Game when Uncertainty is High _ Academy of Management Journal,15.7,13.99,36.52,12.78,17.6,18.75,6.55,19494,747
1026,Microfoundations of Organizational Paradox_ The Problem Is How We Think about the Problem,15.9,17.29,24.68,11.78,17.9,14.0,6.95,7182,341
1027,Misery Loves Company_ An Investigation of Couples’ Interrole Conflict Congruence _ Academy of Management Journal,19.1,15.1,21.26,15.31,21.4,20.75,6.7,10879,332
1028,Motivation and Ability_ A Behavioral Perspective on the Pursuit of Radical Invention in Multi-Technology Incumbents,20.0,15.15,17.41,16.67,23.3,18.8,6.79,11130,304
1029,No Employee an Island_ Workplace Loneliness and Job Performance _ Academy of Management Journal,21.0,16.55,8.54,17.33,24.7,19.25,7.14,10074,272
1030,Not in the Same Boat_ How Status Inconsistency Affects Research Performance in Business Schools _ Academy of Management Journal,21.7,18.23,-1.25,17.82,26.7,22.5,7.11,10683,279
1031,Not Too Tired to be Proactive_ Daily Empowering Leadership Spurs Next-morning Employee Proactivity as Moderated by Nightly Sleep Quality _ Academy of Management Journal,21.1,17.42,8.74,18.01,25.3,27.333333333333332,7.67,7477,203
1032,Open-System Orchestration as a Relational Source of Sensing Capabilities_ Evidence from a Venture Association _ Academy of Management Journal,21.8,17.71,4.18,19.53,27.5,18.0,7.67,12566,304
1033,Organizational Affective Tone_ A Meso Perspective on the Origins and Effects of Consistent Affect in Organizations,18.7,17.12,18.49,13.21,20.5,11.428571428571429,6.56,13094,481
1034,Pacification or Aggravation_ The Effects of Talking about Supervisor Unfairness _ Academy of Management Journal,16.9,14.92,28.67,12.78,17.9,12.5,6.68,10597,416
1035,"Planning for Future Leadership_ Procedural Rationality, Formalized Succession Processes, and CEO Influence in CEO Succession Planning _ Academy of Management Journal",19.6,16.78,15.24,14.83,21.6,17.8,6.93,11142,367
1036,Playing Cat and Mouse_ Contests over Regulatory Categorization of Dietary Supplements in the United States _ Academy of Management Journal,19.8,15.44,17.1,17.54,23.7,24.0,7.37,13267,360
1037,Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal,18.4,15.44,22.08,15.1,21.3,18.25,6.79,11773,368
1038,Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition,17.6,15.33,24.11,14.59,20.4,19.0,6.91,8381,279
1039,"Resolution, Relief, and Resignation_ A Qualitative Study of Responses to Misfit at Work _ Academy of Management Journal",16.4,13.64,34.19,13.67,18.2,19.25,6.56,15611,550
1040,Rewards for Patents and Inventor Behaviors in Industrial Research and Development,17.7,15.73,26.74,14.04,19.6,21.25,7.09,9824,359
1041,Ripping off the Band-Aid_ Scrutiny Bundling in the Wake of Social Disapproval _ Academy of Management Journal,20.1,16.43,17.81,17.4,24.2,18.5,7.4,11792,326
1042,Safe Bets or Hot Hands_ How Status and Celebrity Influence Strategic Alliance Formations by Newly Public Firms _ Academy of Management Journal,18.2,15.5,20.86,15.9,21.9,15.4,7.09,10382,313
1043,Saving Face_ How Exit in Response to Negative Press and Star Analyst Downgrades Reflects Reputation Maintenance by Directors _ Academy of Management Journal,19.9,15.15,20.15,15.67,21.9,29.0,6.74,13209,390
1044,Shared Team Experiences and Team Effectiveness_ Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics _ Academy of Management Journal,19.3,16.14,21.87,15.41,22.1,21.25,6.93,10789,335
1045,Short Seller Influence on Firm Growth_ A Threat Rigidity Perspective _ Academy of Management Journal,16.7,14.28,34.8,13.61,18.4,14.4,6.77,10767,387
1046,Silver Bullet or Ricochet_ CEOs’ Use of Metaphorical Communication and Infomediaries’ Evaluations _ Academy of Management Journal,20.0,16.31,9.96,17.29,23.8,29.0,7.44,11109,312
1047,Social Valuation Across Multiple Audiences_ The Interplay of Ability and Identity Judgments _ Academy of Management Journal,21.0,16.14,10.57,16.73,23.3,22.25,7.17,14506,415
1048,Strategizing and the Initiation of Interorganizational Collaboration through Prospective Resourcing _ Academy of Management Journal,19.1,17.88,15.14,14.72,22.4,21.0,6.83,11411,374
1049,The Benefits of Not Seeing Eye to Eye with Leadership_ Divergence in Risk Preferences Impacts Multiteam System Behavior and Performance _ Academy of Management Journal,19.6,16.26,20.86,15.33,22.5,20.5,6.68,12780,385
1050,The Differential Impact of Knowledge Depth and Knowledge Breadth on Creativity over Individual Careers _ Academy of Management Journal,16.5,14.68,26.64,13.47,18.7,17.25,6.67,11475,417
1051,The Mixed Blessing of Leader Sense of Humor_ Examining Costs and Benefits,16.4,14.68,28.98,12.72,17.5,16.6,6.69,8803,350
1052,The Other Side_ Occupational Interactional Requirements and Work–Home Enrichment,18.5,17.29,18.79,13.27,20.6,14.833333333333334,6.59,10879,404
1053,The Paradox of Family Structure and Plans after Work_ Why Single Childless Employees May Be the Least Absorbed at Work _ Academy of Management Journal,18.7,16.31,16.05,14.31,20.9,16.8,6.83,9400,318
1054,The Past is Not Dead_ Legacy Identification and Alumni Ambivalence in the Wake of the Sandusky Scandal at Penn State _ Academy of Management Journal,16.4,15.32,28.06,12.68,18.8,18.5,6.52,18169,695
1055,The Pivot_ How Founders Respond to Feedback through Idea and Identity Work _ Academy of Management Journal,19.1,16.14,26.07,17.34,24.0,19.5,7.33,12696,349
1056,The Role of Investor Gut Feel in Managing Complexity and Extreme Risk _ Academy of Management Journal,17.9,14.23,25.26,17.0,22.9,18.25,7.01,14201,382
1057,The Short-lived Benefits of Abusive Supervisory Behavior for Actors_ An Investigation of Recovery and Work Engagement _ Academy of Management Journal,18.4,15.84,17.37,13.62,20.1,22.0,6.63,11253,398
1058,The Social Consequences of Voice_ An Examination of Voice Type and Gender on Status and Subsequent Leader Emergence _ Academy of Management Journal,16.9,13.94,31.35,14.85,19.7,16.75,6.84,9877,317
1059,The Strategic Value of Selection Practices_ Antecedents and Consequences of Firm-level Selection Practice Usage,17.0,16.77,22.34,11.94,18.4,29.333333333333332,6.53,7403,316
1060,To Delegate or Not to Delegate_ Gender Differences in Affective Associations and Behavioral Responses to Delegation _ Academy of Management Journal,17.3,14.8,28.98,12.28,18.1,18.5,6.37,14259,566
1061,"Trusting the “Look and Feel”_ Situational Normality, Situational Aesthetics, and the Perceived Trustworthiness of Organizations _ Academy of Management Journal",18.2,16.25,17.98,13.95,20.1,15.4,7.01,9144,330
1062,"Watching the Clock_ Action Timing, Patterning, and Routine Performance _ Academy of Management Journal",19.9,16.37,17.51,17.0,24.2,18.5,7.02,13721,376
1063,We Ask Men to Win and Women Not to Lose_ Closing the Gender Gap in Startup Funding _ Academy of Management Journal,20.0,17.07,14.26,19.0,26.6,17.0,7.74,10571,266
1064,When and Why People Engage in Different Forms of Proactive Behavior_ Interactive Effects of Self-construals and Work Characteristics,18.3,17.7,19.91,12.57,20.4,19.0,6.41,11490,445
1065,When Brokerage Between Friendship Cliques Endangers Trust_ A Personality–Network Fit Perspective _ Academy of Management Journal,18.5,16.37,21.47,15.78,22.4,15.4,7.08,9526,292
1066,When Equity Seems Unfair_ The Role of Justice Enforceability in Temporary Team Coordination _ Academy of Management Journal,15.5,13.07,42.24,13.43,17.7,18.75,6.39,13400,465
1067,When Interteam Conflict Spirals into Intrateam Power Struggles_ The Pivotal Role of Team Power Structures _ Academy of Management Journal,16.8,15.1,28.1,15.8,22.2,14.2,6.75,12695,369
1068,When the Dust Settles_ The Consequences of Scandals for Organizational Competition,18.2,15.91,22.18,15.66,21.6,20.25,7.16,11617,364
1069,10.5465.amj.2015.1196,19.4,15.1,18.02,17.05,23.0,25.666666666666668,7.16,11255,313
1070,10.5465.amj.2016.0437,19.0,15.56,20.45,16.2,22.1,21.75,7.15,17512,521
1071,10.5465.amj.2016.0625,17.1,16.19,25.73,13.99,20.4,13.8,6.88,12433,438
1072,10.5465.amj.2016.0682,19.1,17.53,16.66,14.07,21.5,21.25,6.75,9373,323
1073,10.5465.amj.2016.0689,19.0,15.5,19.33,16.16,22.6,19.75,6.91,13061,376
1074,10.5465.amj.2016.0711,18.2,16.2,23.7,14.84,21.1,18.5,6.99,13815,454
1075,10.5465.amj.2016.0796,17.1,13.76,31.04,14.87,19.6,18.75,6.75,12402,394
1076,10.5465.amj.2016.0819,18.0,15.44,21.26,15.98,21.8,15.2,7.22,10529,321
1077,10.5465.amj.2016.1322,17.2,15.27,25.53,13.54,19.5,18.75,6.46,13285,464
1078,10.5465.amj.2017.0149,20.6,17.24,9.76,17.42,24.7,16.0,7.45,8086,226
1079,10.5465.amj.2017.0245,18.7,15.1,21.26,15.51,21.4,18.5,6.92,10238,312
1080,10.5465.amj.2017.0526,18.6,15.21,23.7,14.18,20.2,19.5,6.51,12114,399
1081,Actions Speak Louder than Words_ How Figurative Language and Gesturing in Entrepreneurial Pitches Influences Investment Judgments _ Academy of Management Journal,15.3,15.09,31.51,11.72,16.8,13.8,6.57,14441,635
1082,Boards as a Source of Inertia_ Examining the Internal Challenges and Dynamics of Boards of Directors in Times of Environmental Discontinuities _ Academy of Management Journal,18.5,15.79,21.26,15.21,22.1,20.25,6.76,15111,461
1083,Bored by Interest_ How Intrinsic Motivation in One Task Can Reduce Performance on Other Tasks _ Academy of Management Journal,19.3,15.04,21.57,15.39,21.3,19.75,6.93,8190,252
1084,"Can You Handle the Pressure_ The Effect of Performance Pressure on Stress Appraisals, Self-regulation, and Behavior _ Academy of Management Journal",14.2,16.17,30.67,8.8,15.0,15.8,6.25,12041,794
1085,"Capability Reputation, Character Reputation, and Exchange Partners’ Reactions to Adverse Events _ Academy of Management Journal",18.7,15.73,23.09,14.85,21.0,20.0,6.87,10926,352
1086,"Diversity Thresholds_ How Social Norms, Visibility, and Scrutiny Relate to Group Composition _ Academy of Management Journal",20.2,14.35,22.31,17.97,24.2,18.25,6.92,13121,327
1087,"Dominant Coalitions Directing Acquisitions_ Different Decision Makers, Different Decisions _ Academy of Management Journal",18.1,15.33,23.6,14.55,20.3,20.5,6.83,9815,322
1088,Examination of CEO–CFO Social Interaction through Language Style Matching_ Outcomes for the CFO and the Organization _ Academy of Management Journal,16.6,13.58,34.09,13.41,18.3,17.75,6.45,12701,446
1089,Experience and Behavior_ How Negative Feedback in New Versus Experienced Domains Affects Firm Action and Subsequent Performance _ Academy of Management Journal,18.2,14.98,21.97,15.1,20.9,22.5,6.75,12450,388
1090,"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",18.0,14.98,21.16,15.65,21.3,13.4,6.96,10028,305
1091,Human Capital Acquisition and Organizational Innovation_ A Temporal Perspective _ Academy of Management Journal,18.8,17.01,15.75,14.89,21.5,17.75,7.08,7135,239
1092,"Idea Rejected, Tie Formed_ Organizations’ Feedback on Crowdsourced Ideas _ Academy of Management Journal",14.6,14.73,37.3,9.32,14.3,15.0,6.23,16044,943
1093,No Time Like the Present_ How a Present Time Perspective Can Foster Sustainable Development _ Academy of Management Journal,17.2,15.15,31.35,14.72,20.7,12.833333333333334,6.83,14460,463
1094,Only Timeline Will Tell_ Temporal Framing of Competitive Announcements and Rivals’ Responses _ Academy of Management Journal,19.0,16.08,20.76,16.1,22.4,15.8,7.2,10415,313
1095,"Public Governance, Corporate Governance, and Firm Innovation_ An Examination of State-Owned Enterprises _ Academy of Management Journal",19.4,15.68,21.06,15.73,22.0,21.0,6.95,12107,367
1096,Relational Attachment at Work_ A Complementary Fit Perspective on the Role of Relationships in Organizational Life _ Academy of Management Journal,17.2,15.67,27.45,12.61,19.1,14.6,6.33,11673,437
1097,Something in Common_ Competitive Dissimilarity and Performance of Rivals with Common Shareholders _ Academy of Management Journal,17.7,15.73,25.12,14.41,20.0,14.6,7.09,9169,316
1098,The Coercive Isomorphism Ripple Effect_ An Investigation of Nonprofit Interlocks on Corporate Boards _ Academy of Management Journal,20.1,16.66,11.69,16.08,23.1,19.5,7.02,11582,342
1099,The Coevolution of Social Networks and Thoughts of Quitting _ Academy of Management Journal,13.1,13.63,45.96,9.34,13.3,19.0,6.25,12907,769
1100,The Cognitive and Behavioral Impact of Promotion and Prevention Contracts on Trust in Repeated Exchanges _ Academy of Management Journal,18.7,16.37,23.29,14.51,21.5,13.666666666666666,6.63,11029,358
1101,Too Busy to Be Fair_ The Effect of Workload and Rewards on Managers’ Justice Rule Adherence _ Academy of Management Journal,13.9,14.73,38.21,8.98,14.0,15.2,6.15,16746,1041
1102,Toward a Model of Organizational Mourning_ The Case of Former Lehman Brothers Bankers _ Academy of Management Journal,14.5,13.81,40.28,11.23,15.7,17.5,6.38,17746,794
1103,When Do Ethnic Communities Affect Foreign Location Choice_ Dual Entry Strategies of Korean Banks in China _ Academy of Management Journal,17.4,15.32,27.45,13.46,18.8,13.166666666666666,6.85,10443,391
